ID,target
ID_0055162919,0.7019934
ID_0055348921,0.6863563
ID_0055391177,0.4648464
ID_0055431728,0.96518177
ID_0055706030,0.25553888
ID_0056091414,0.92210037
ID_0056100122,0.41888544
ID_0056590337,0.9137192
ID_0056826387,0.96388686
ID_0057238517,0.37457123
ID_0057358522,0.58452487
ID_0057917094,0.13163729
ID_0057992085,0.77794373
ID_0058776127,0.85940737
ID_0059051188,0.24660411
ID_0059203529,0.44071683
ID_0059280324,0.16509376
ID_0059482033,0.6990968
ID_0059737547,0.7695339
ID_0059943513,0.745693
ID_0060037828,0.9841522
ID_0060771383,0.1884816
ID_0060808911,0.16603288
ID_0060874235,0.47096616
ID_0061373187,0.30754608
ID_0061605127,0.7139453
ID_0061812313,0.21558444
ID_0061892889,0.32062262
ID_0061999556,0.39755473
ID_0062091984,0.20228988
ID_0062160913,0.86719364
ID_0062510255,0.42643633
ID_0062546071,0.6391956
ID_0062632165,0.30133685
ID_0062793860,0.4670994
ID_0063290015,0.9432654
ID_0063588904,0.67400837
ID_0064033630,0.36712724
ID_0064149073,0.42266914
ID_0064415571,0.73420554
ID_0064452043,0.70428056
ID_0064468955,0.45471358
ID_0064832311,0.21594709
ID_0064847859,0.3330612
ID_0065175893,0.10932725
ID_0065337395,0.27474362
ID_0065439084,0.501146
ID_0065553080,0.8853426
ID_0065734060,0.96710604
ID_0066067664,0.27155715
ID_0066538199,0.39090344
ID_0066859875,0.4683832
ID_0067095579,0.8255551
ID_0067143058,0.924098
ID_0067269773,0.8159246
ID_0067353856,0.70643085
ID_0067482192,0.5216784
ID_0068144265,0.50311315
ID_0068181711,0.30812252
ID_0068221207,0.94338894
ID_0068383565,0.7318746
ID_0068440880,0.7085055
ID_0068880674,0.74559957
ID_0069902277,0.9684684
ID_0070004159,0.38145578
ID_0070033572,0.92484033
ID_0070491248,0.28121474
ID_0070846780,0.14555761
ID_0070863648,0.8801231
ID_0070945061,0.34401315
ID_0071010561,0.47381368
ID_0071110909,0.91802895
ID_0071280940,0.6348888
ID_0071351173,0.9698942
ID_0071495551,0.40145925
ID_0071673976,0.5095905
ID_0071852711,0.91007864
ID_0071884354,0.6857583
ID_0072037974,0.8783944
ID_0072583188,0.5517767
ID_0073032359,0.6250993
ID_0073229067,0.6751872
ID_0073580680,0.19848199
ID_0073713566,0.26686874
ID_0073758731,0.96224916
ID_0074107685,0.9504483
ID_0074284119,0.6841476
ID_0074435690,0.5071162
ID_0075339869,0.9471398
ID_0075700580,0.26112205
ID_0075800134,0.95918316
ID_0075816478,0.070768446
ID_0075858941,0.72789305
ID_0076189257,0.9003595
ID_0076567436,0.31693113
ID_0076648164,0.9871765
ID_0076697391,0.7237725
ID_0077045450,0.8468893
ID_0077095884,0.28752396
ID_0077226735,0.20679706
ID_0077401537,0.32383332
ID_0077525496,0.5051421
ID_0078011857,0.81929076
ID_0078260891,0.4858152
ID_0078363119,0.9332692
ID_0078551964,0.5158214
ID_0078804357,0.21317542
ID_0078872981,0.28532866
ID_0079174900,0.9053755
ID_0079186368,0.6021852
ID_0079272535,0.4143711
ID_0079574297,0.4256081
ID_0080088467,0.6837409
ID_0080655489,0.905241
ID_0081024855,0.8970597
ID_0081577935,0.9425262
ID_0081672256,0.8713926
ID_0081807580,0.4692377
ID_0081818688,0.28885373
ID_0082044464,0.6187847
ID_0082122347,0.8080727
ID_0082621641,0.58272713
ID_0082766607,0.23020744
ID_0082829798,0.9772069
ID_0083232452,0.43998796
ID_0083277088,0.45391455
ID_0083312007,0.26066482
ID_0083677145,0.5856195
ID_0083831998,0.8500292
ID_0084041973,0.37008974
ID_0084094445,0.9046879
ID_0084355346,0.37008974
ID_0084420365,0.5719043
ID_0084516110,0.32740024
ID_0084643133,0.73915136
ID_0084746657,0.8484259
ID_0084817303,0.3685822
ID_0085153010,0.96402687
ID_0085234380,0.9297947
ID_0085495997,0.32189447
ID_0085866057,0.90603083
ID_0086348239,0.72133833
ID_0087610119,0.40355262
ID_0087785682,0.21068206
ID_0087795133,0.94837445
ID_0088786237,0.115505904
ID_0088854397,0.38457435
ID_0089330016,0.13991627
ID_0089478302,0.4537642
ID_0089744737,0.92341447
ID_0089774892,0.64442635
ID_0090359031,0.63493854
ID_0090416753,0.16860446
ID_0090542699,0.98452365
ID_0090718736,0.5977933
ID_0091066224,0.69516456
ID_0091120664,0.3465492
ID_0091293102,0.41968024
ID_0091561197,0.24928278
ID_0091856461,0.8797841
ID_0092033155,0.6066381
ID_0092124703,0.9027524
ID_0092174698,0.9452679
ID_0092410000,0.72875994
ID_0092428345,0.89975166
ID_0092655459,0.98334724
ID_0092899062,0.3242049
ID_0092917930,0.6765254
ID_0093258914,0.6867868
ID_0093495828,0.2805639
ID_0093685539,0.6950627
ID_0093874183,0.7987973
ID_0094254054,0.3588716
ID_0094382243,0.47253352
ID_0094559461,0.6320937
ID_0094630586,0.79944164
ID_0094735109,0.9100666
ID_0094800897,0.18688333
ID_0094904321,0.22499543
ID_0094984847,0.3235094
ID_0095028462,0.29094198
ID_0095045583,0.57156354
ID_0095236389,0.2012292
ID_0095275682,0.24290597
ID_0095334337,0.9809285
ID_0095470853,0.3460543
ID_0095790698,0.24495135
ID_0095871746,0.28572524
ID_0096095291,0.3529389
ID_0096327453,0.90564996
ID_0096455553,0.94192636
ID_0096544115,0.57984716
ID_0096761752,0.7485301
ID_0097005823,0.17347942
ID_0097324205,0.96408534
ID_0097525079,0.6531502
ID_0097868961,0.22729255
ID_0097911990,0.8263874
ID_0098137117,0.5758308
ID_0098600396,0.72549987
ID_0098812639,0.94596225
ID_0098855010,0.25645182
ID_0099461467,0.6069489
ID_0099462308,0.12245754
ID_0099768136,0.4167405
ID_0099860707,0.9400773
ID_0099978555,0.80069524
ID_0100588978,0.6994455
ID_0100902070,0.7381777
ID_0101326924,0.2494796
ID_0101740145,0.6089469
ID_0102635119,0.9012464
ID_0102711833,0.5150698
ID_0102734149,0.9099896
ID_0103286784,0.6953598
ID_0103325944,0.61722684
ID_0103816080,0.8385243
ID_0103819375,0.14363186
ID_0103918588,0.3887556
ID_0104694245,0.32748318
ID_0105171862,0.26761672
ID_0105199489,0.35716996
ID_0105580310,0.7143103
ID_0105619953,0.3879346
ID_0106353262,0.8554555
ID_0107127688,0.87432885
ID_0107184232,0.56425285
ID_0107319676,0.47728312
ID_0107493707,0.89302915
ID_0107534403,0.52742434
ID_0107637434,0.8699397
ID_0107754312,0.67463964
ID_0107847540,0.5069105
ID_0107952353,0.34361854
ID_0108078368,0.69526404
ID_0108117113,0.30405477
ID_0108943465,0.11425051
ID_0109111266,0.43245125
ID_0109585308,0.9146449
ID_0109705250,0.19809829
ID_0109710212,0.29828393
ID_0109714434,0.16262901
ID_0110032751,0.18474728
ID_0110235553,0.24928613
ID_0110466931,0.4079041
ID_0110947252,0.33133355
ID_0111238885,0.2159979
ID_0111249658,0.67603797
ID_0111345572,0.47393855
ID_0111807900,0.686223
ID_0112107759,0.87572545
ID_0112144643,0.33001643
ID_0112265460,0.9165437
ID_0112293794,0.07252831
ID_0112777839,0.40083373
ID_0113708545,0.44210663
ID_0113992488,0.2527494
ID_0114177364,0.5298632
ID_0114257846,0.3303679
ID_0114502407,0.88162917
ID_0114739501,0.33579028
ID_0114757577,0.9655222
ID_0115477515,0.5096142
ID_0116396364,0.28117156
ID_0116437988,0.45890144
ID_0117349666,0.19129936
ID_0117508221,0.5142498
ID_0117552026,0.46590757
ID_0117801851,0.9750035
ID_0118019052,0.97884697
ID_0118023588,0.94980645
ID_0118329001,0.37869614
ID_0118412803,0.30133814
ID_0118638159,0.44776574
ID_0118916373,0.26369816
ID_0118979809,0.9295682
ID_0119583029,0.9652414
ID_0120003592,0.22478116
ID_0120293862,0.930651
ID_0120380333,0.41632736
ID_0120395351,0.18659069
ID_0120909551,0.7028053
ID_0120913768,0.68958664
ID_0120920386,0.4108144
ID_0121218027,0.2655122
ID_0121324539,0.45341906
ID_0122012450,0.77518123
ID_0122222796,0.32425624
ID_0122410211,0.46124402
ID_0122536213,0.4388711
ID_0122604409,0.5227632
ID_0122704576,0.5874299
ID_0122706526,0.7134299
ID_0122833017,0.81119037
ID_0123070745,0.9034701
ID_0123246801,0.6178851
ID_0123270930,0.539113
ID_0123351542,0.69422036
ID_0123523644,0.89764076
ID_0124064526,0.92604744
ID_0124237736,0.6855101
ID_0124612785,0.32376423
ID_0124733911,0.17729653
ID_0124804615,0.9830579
ID_0124879275,0.71363777
ID_0125006146,0.8231234
ID_0126177884,0.48781455
ID_0126294910,0.57156897
ID_0126484754,0.51728046
ID_0126654987,0.32285604
ID_0126745664,0.2543078
ID_0126776868,0.2928675
ID_0126905824,0.5164733
ID_0127009103,0.6157591
ID_0127266234,0.81678504
ID_0127333577,0.25154492
ID_0128021911,0.18569294
ID_0128044233,0.540941
ID_0128080540,0.7352832
ID_0128178967,0.28965193
ID_0128185250,0.40602168
ID_0128740484,0.101443246
ID_0129203060,0.9377599
ID_0129259620,0.10762364
ID_0129458225,0.39574543
ID_0129491974,0.2323157
ID_0129572375,0.30288216
ID_0129657047,0.36373395
ID_0129696337,0.72049564
ID_0129837621,0.6260097
ID_0129842818,0.85077775
ID_0129985176,0.9014405
ID_0130026692,0.7207599
ID_0130038523,0.84098184
ID_0130107788,0.33579028
ID_0130116866,0.6469337
ID_0130283113,0.31305903
ID_0130300012,0.19682692
ID_0130648306,0.789911
ID_0130720828,0.59302205
ID_0130803441,0.9647764
ID_0130803663,0.2655122
ID_0131553124,0.19158308
ID_0132085488,0.51558226
ID_0132302259,0.8550364
ID_0132339839,0.2526776
ID_0132497853,0.72592545
ID_0133060865,0.9424711
ID_0133137967,0.7140293
ID_0133198578,0.6213987
ID_0133305214,0.21219486
ID_0133469591,0.70655954
ID_0133553688,0.37210044
ID_0134087717,0.66377246
ID_0134132201,0.10643883
ID_0134369434,0.7903677
ID_0134414606,0.5486086
ID_0134604135,0.84258497
ID_0134794788,0.3809679
ID_0134995285,0.92007154
ID_0135077780,0.36021397
ID_0135163590,0.1920862
ID_0135285871,0.18095134
ID_0135496391,0.53798443
ID_0135500748,0.5271825
ID_0136063296,0.3440453
ID_0136134304,0.19805536
ID_0136160689,0.44069007
ID_0136509011,0.25046936
ID_0136573734,0.7144554
ID_0136577432,0.29088116
ID_0136888811,0.7237687
ID_0137110919,0.9496198
ID_0137455830,0.3948708
ID_0137745400,0.81077445
ID_0138101049,0.847632
ID_0138324628,0.21054076
ID_0138341976,0.76786464
ID_0138634401,0.6801167
ID_0138809814,0.9759235
ID_0139467774,0.27080876
ID_0139582067,0.8008305
ID_0139691333,0.36735156
ID_0139813874,0.51636696
ID_0139875124,0.7223595
ID_0140053323,0.47643343
ID_0140239871,0.32634878
ID_0140373853,0.31840834
ID_0140946450,0.74274564
ID_0141189078,0.8611075
ID_0141205560,0.08865289
ID_0141483579,0.96857464
ID_0141561894,0.8545364
ID_0142008775,0.8557843
ID_0142423022,0.36450395
ID_0142560780,0.31359556
ID_0142831990,0.22019216
ID_0143203245,0.2894708
ID_0143315686,0.33163512
ID_0143536613,0.7521699
ID_0143546990,0.5367494
ID_0143703171,0.43354443
ID_0143889137,0.50312334
ID_0144083965,0.32301334
ID_0144513678,0.5742463
ID_0144740680,0.39916086
ID_0144958099,0.8102044
ID_0145067123,0.949904
ID_0145122596,0.5898849
ID_0145369344,0.6614164
ID_0145592411,0.85194445
ID_0145823052,0.25475308
ID_0146079735,0.49529386
ID_0147057959,0.73526525
ID_0147560959,0.33167055
ID_0147902681,0.3525599
ID_0148151156,0.52255166
ID_0148199193,0.17546397
ID_0148231348,0.7606077
ID_0148260405,0.87582135
ID_0148282165,0.082975194
ID_0148411124,0.7617349
ID_0148651566,0.15813783
ID_0148672392,0.5597308
ID_0149098263,0.50651926
ID_0149147055,0.0990149
ID_0149288050,0.81764024
ID_0149376148,0.7966256
ID_0149538729,0.87051415
ID_0149694678,0.8299268
ID_0149786651,0.41957194
ID_0150076586,0.49111837
ID_0150318634,0.23270512
ID_0150389530,0.3145086
ID_0150495711,0.72192585
ID_0150576306,0.936368
ID_0150768756,0.5504066
ID_0150795266,0.94095606
ID_0150869471,0.5680657
ID_0151065105,0.9326322
ID_0151104121,0.2840524
ID_0151401914,0.49600175
ID_0151416163,0.31426415
ID_0151507612,0.8338101
ID_0151678791,0.6313702
ID_0151954859,0.3685822
ID_0152114507,0.97732246
ID_0152115806,0.48510218
ID_0152180923,0.29343987
ID_0152223146,0.61423695
ID_0152284250,0.33808583
ID_0152420362,0.67982864
ID_0152507761,0.8629601
ID_0152702806,0.94014794
ID_0152888435,0.6301133
ID_0153213277,0.64910465
ID_0153361055,0.7709128
ID_0153539848,0.6675904
ID_0153773760,0.2772632
ID_0154011281,0.90287274
ID_0154102478,0.4412173
ID_0154255627,0.9859358
ID_0154419370,0.6095007
ID_0154594998,0.93827915
ID_0154671500,0.17786747
ID_0154699088,0.9070047
ID_0154701590,0.33867416
ID_0154790941,0.16000792
ID_0154797468,0.6394651
ID_0154800821,0.9303968
ID_0154931913,0.3446545
ID_0155134733,0.37542382
ID_0155175893,0.63996994
ID_0155236876,0.41191995
ID_0155505342,0.18593119
ID_0155647307,0.4540724
ID_0156439410,0.36295107
ID_0156616314,0.69613904
ID_0156699949,0.9556765
ID_0156748363,0.49775374
ID_0156755246,0.5595356
ID_0156868464,0.1514856
ID_0156904816,0.17439188
ID_0156975733,0.22793049
ID_0156989592,0.13017648
ID_0157206197,0.9264308
ID_0157572356,0.96408504
ID_0157812996,0.8992108
ID_0158051278,0.17080559
ID_0158346941,0.37375215
ID_0158688512,0.39335665
ID_0158736988,0.5839939
ID_0158907792,0.641252
ID_0158931738,0.2903351
ID_0159396199,0.53930485
ID_0159561450,0.9500741
ID_0159568598,0.901021
ID_0159755297,0.62385076
ID_0159977412,0.40243146
ID_0160253193,0.5291007
ID_0160421985,0.46262777
ID_0160586496,0.48573092
ID_0160841472,0.56579757
ID_0160954048,0.584745
ID_0161047773,0.13858707
ID_0161048467,0.7192871
ID_0161395782,0.20228988
ID_0161579339,0.46046835
ID_0161852416,0.8753376
ID_0161978877,0.4525586
ID_0162357193,0.6670586
ID_0162393948,0.23530716
ID_0162424094,0.3712525
ID_0162638433,0.33665958
ID_0162772233,0.5560889
ID_0162993803,0.75958735
ID_0163089207,0.62208134
ID_0163206653,0.6641296
ID_0163227558,0.90381473
ID_0163263465,0.7355237
ID_0163308276,0.6693385
ID_0163344144,0.1757977
ID_0163354101,0.80516654
ID_0163671338,0.9566313
ID_0163869627,0.6745924
ID_0163875034,0.29577452
ID_0164135036,0.9431061
ID_0164413175,0.9159186
ID_0164692289,0.8884351
ID_0165478755,0.7672504
ID_0165723966,0.50953525
ID_0165748901,0.39449313
ID_0165817583,0.538044
ID_0166196831,0.6070834
ID_0166713390,0.36977
ID_0167175496,0.96414787
ID_0167354808,0.14512733
ID_0167392257,0.18752384
ID_0167504176,0.8560731
ID_0167618988,0.31824788
ID_0167692552,0.3986563
ID_0167785332,0.7885194
ID_0167836931,0.66801184
ID_0168064692,0.59938097
ID_0168675567,0.58432955
ID_0168751824,0.91945267
ID_0168929147,0.97872764
ID_0169050182,0.42301258
ID_0169917334,0.07809272
ID_0169918940,0.9566778
ID_0170128471,0.64449126
ID_0170172175,0.39895394
ID_0170335796,0.24624228
ID_0170566186,0.8377817
ID_0170628674,0.95456475
ID_0171384277,0.3447617
ID_0171648538,0.27958336
ID_0171782853,0.6067969
ID_0171856500,0.657564
ID_0172006218,0.8225391
ID_0172462337,0.8675106
ID_0172777555,0.9891958
ID_0172877643,0.949235
ID_0173199117,0.49079585
ID_0173277225,0.2062199
ID_0173291197,0.69812274
ID_0173322063,0.4738659
ID_0173580449,0.47006884
ID_0174306269,0.4551851
ID_0174482802,0.23717488
ID_0174631663,0.7031395
ID_0174673577,0.6582521
ID_0174697292,0.63669634
ID_0175509914,0.32518837
ID_0175750565,0.24245602
ID_0175782720,0.41451335
ID_0175992186,0.9105519
ID_0176037253,0.8403958
ID_0176102525,0.5860907
ID_0176180253,0.23726912
ID_0176209550,0.8939626
ID_0176268328,0.961839
ID_0176292444,0.975552
ID_0176302145,0.50091326
ID_0176454975,0.3176248
ID_0176685010,0.24811026
ID_0177004335,0.21789226
ID_0177465557,0.53600246
ID_0177839414,0.60281426
ID_0177912472,0.65543896
ID_0178063015,0.7965924
ID_0178182248,0.37033895
ID_0178333576,0.1998703
ID_0178375879,0.8541578
ID_0178791746,0.41927955
ID_0178814724,0.85258156
ID_0179534981,0.90792257
ID_0179752657,0.41650122
ID_0180094017,0.7864187
ID_0180108655,0.08976524
ID_0180127360,0.8339817
ID_0180779622,0.9073625
ID_0180893061,0.9116553
ID_0180906705,0.5360328
ID_0181075620,0.19570535
ID_0181383345,0.20879059
ID_0181603720,0.4059743
ID_0181658471,0.93600816
ID_0181689779,0.8800775
ID_0182029688,0.8689253
ID_0182121273,0.2274901
ID_0182250509,0.93350226
ID_0182524088,0.66891855
ID_0182582229,0.16000792
ID_0182843599,0.6957506
ID_0183319425,0.862133
ID_0183885605,0.26470986
ID_0184017426,0.927504
ID_0184298390,0.40844947
ID_0184317334,0.68985665
ID_0185344835,0.21652985
ID_0185624751,0.21285412
ID_0185796923,0.34836257
ID_0186232638,0.31598723
ID_0186498896,0.30714864
ID_0186513330,0.14475425
ID_0187039253,0.9053897
ID_0187149476,0.48210436
ID_0187169820,0.67076284
ID_0187545736,0.56768703
ID_0187984745,0.25454265
ID_0188640871,0.28815863
ID_0188961617,0.40993723
ID_0189521411,0.33143666
ID_0189770978,0.32079664
ID_0189974851,0.18489134
ID_0190252892,0.49726012
ID_0190302504,0.6877058
ID_0190527692,0.8859661
ID_0190720380,0.8871719
ID_0190777687,0.94749874
ID_0190823626,0.6318273
ID_0190828198,0.29614028
ID_0190967061,0.58949256
ID_0191072110,0.86663336
ID_0191504550,0.39658323
ID_0191529062,0.29369763
ID_0191634088,0.21289177
ID_0191700962,0.78606635
ID_0191912575,0.8063665
ID_0192693428,0.41709194
ID_0192727704,0.14783172
ID_0193111753,0.9628333
ID_0193450312,0.97552
ID_0193708260,0.47298902
ID_0193980922,0.46243155
ID_0194463278,0.838648
ID_0194694643,0.522453
ID_0194813656,0.8697494
ID_0195423569,0.77232784
ID_0195669619,0.57732534
ID_0195720402,0.5049232
ID_0196083529,0.21810205
ID_0196145553,0.85206974
ID_0196197473,0.72376543
ID_0196350064,0.1921613
ID_0196644653,0.39449313
ID_0196693124,0.6912866
ID_0196766895,0.77607137
ID_0196942594,0.8478664
ID_0197045137,0.9367917
ID_0197095255,0.36054614
ID_0197169122,0.35104504
ID_0197207243,0.9719549
ID_0197867244,0.9614923
ID_0197873514,0.2098238
ID_0198012898,0.652923
ID_0198068723,0.95893234
ID_0198104547,0.7390655
ID_0198267189,0.57011616
ID_0198572664,0.7457004
ID_0198677109,0.94565207
ID_0198682169,0.72460383
ID_0198790601,0.59801036
ID_0199011056,0.46961233
ID_0199395783,0.42390004
ID_0199569940,0.30504763
ID_0199819504,0.66589344
ID_0200819953,0.86346775
ID_0200832244,0.9536598
ID_0201686099,0.74971324
ID_0201704572,0.716409
ID_0202095832,0.36734423
ID_0202155091,0.25191814
ID_0203437291,0.47534522
ID_0203599873,0.8483075
ID_0203697544,0.84499264
ID_0203794550,0.83160365
ID_0203974729,0.8015835
ID_0204011027,0.8897934
ID_0204182354,0.36332327
ID_0204194828,0.59367
ID_0204625950,0.22259942
ID_0204688448,0.51445365
ID_0204724238,0.94456637
ID_0205098574,0.76487195
ID_0205112953,0.24467106
ID_0205119601,0.41551426
ID_0205345220,0.96514714
ID_0205752132,0.79624635
ID_0205830913,0.9552263
ID_0205960625,0.38143858
ID_0206275780,0.3513336
ID_0206478361,0.7176451
ID_0206498114,0.9878808
ID_0206522192,0.65805465
ID_0206625623,0.86594486
ID_0206865446,0.30422616
ID_0207208438,0.9495653
ID_0207359142,0.25852513
ID_0207664724,0.14783172
ID_0207734419,0.5342302
ID_0208034820,0.1998703
ID_0208819111,0.5192795
ID_0208837264,0.97775686
ID_0209219659,0.1974839
ID_0209385088,0.94894785
ID_0209431307,0.7557294
ID_0209549804,0.6432872
ID_0209695333,0.7689899
ID_0209734901,0.45585555
ID_0209861479,0.7962156
ID_0210159235,0.45359185
ID_0210182010,0.13015006
ID_0210429051,0.63580656
ID_0210863454,0.1396552
ID_0210902988,0.24360041
ID_0210950611,0.14330074
ID_0211098302,0.9568073
